county	state	fips	state_code	deaths	deaths_age_adj	crude_rate	year	year_min	year_max	year_list
Vernon County, MO	Missouri	29217	29	10	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Warren County, MO	Missouri	29219	29	18	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Washington County, MO	Missouri	29221	29	21	14.6	14.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Wayne County, MO	Missouri	29223	29	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Webster County, MO	Missouri	29225	29	12	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Worth County, MO	Missouri	29227	29	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Wright County, MO	Missouri	29229	29	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
St. Louis city, MO	Missouri	29510	29	330	16.9	17.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Adair County, MO	Missouri	29001	29	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Andrew County, MO	Missouri	29003	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Atchison County, MO	Missouri	29005	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Audrain County, MO	Missouri	29007	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Barry County, MO	Missouri	29009	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Barton County, MO	Missouri	29011	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bates County, MO	Missouri	29013	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Benton County, MO	Missouri	29015	29	15	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bollinger County, MO	Missouri	29017	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Boone County, MO	Missouri	29019	29	59	5.6	5.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Buchanan County, MO	Missouri	29021	29	31	5.9	5.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Butler County, MO	Missouri	29023	29	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Caldwell County, MO	Missouri	29025	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Callaway County, MO	Missouri	29027	29	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Camden County, MO	Missouri	29029	29	30	13.7	11.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cape Girardeau County, MO	Missouri	29031	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Carroll County, MO	Missouri	29033	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Carter County, MO	Missouri	29035	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cass County, MO	Missouri	29037	29	44	7.7	7.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cedar County, MO	Missouri	29039	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Chariton County, MO	Missouri	29041	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Christian County, MO	Missouri	29043	29	41	8.6	8.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clark County, MO	Missouri	29045	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clay County, MO	Missouri	29047	29	111	7.8	7.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clinton County, MO	Missouri	29049	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cole County, MO	Missouri	29051	29	22	4.9	4.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cooper County, MO	Missouri	29053	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Crawford County, MO	Missouri	29055	29	23	16.3	15.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dade County, MO	Missouri	29057	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dallas County, MO	Missouri	29059	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Daviess County, MO	Missouri	29061	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
DeKalb County, MO	Missouri	29063	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dent County, MO	Missouri	29065	29	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Douglas County, MO	Missouri	29067	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dunklin County, MO	Missouri	29069	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Franklin County, MO	Missouri	29071	29	129	22.7	21.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gasconade County, MO	Missouri	29073	29	13	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gentry County, MO	Missouri	29075	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Greene County, MO	Missouri	29077	29	225	13.1	13.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Grundy County, MO	Missouri	29079	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Harrison County, MO	Missouri	29081	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Henry County, MO	Missouri	29083	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hickory County, MO	Missouri	29085	29	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Holt County, MO	Missouri	29087	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Howard County, MO	Missouri	29089	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Howell County, MO	Missouri	29091	29	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Iron County, MO	Missouri	29093	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Jackson County, MO	Missouri	29095	29	361	8.5	8.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Jasper County, MO	Missouri	29097	29	13	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Jefferson County, MO	Missouri	29099	29	378	29.1	28.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Johnson County, MO	Missouri	29101	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Knox County, MO	Missouri	29103	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Laclede County, MO	Missouri	29105	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lafayette County, MO	Missouri	29107	29	12	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lawrence County, MO	Missouri	29109	29	17	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lewis County, MO	Missouri	29111	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lincoln County, MO	Missouri	29113	29	59	19.3	18.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Linn County, MO	Missouri	29115	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Livingston County, MO	Missouri	29117	29	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
McDonald County, MO	Missouri	29119	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Macon County, MO	Missouri	29121	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Madison County, MO	Missouri	29123	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Maries County, MO	Missouri	29125	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Marion County, MO	Missouri	29127	29	20	13.0	11.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mercer County, MO	Missouri	29129	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Miller County, MO	Missouri	29131	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mississippi County, MO	Missouri	29133	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Moniteau County, MO	Missouri	29135	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Monroe County, MO	Missouri	29137	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Montgomery County, MO	Missouri	29139	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Morgan County, MO	Missouri	29141	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
New Madrid County, MO	Missouri	29143	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Newton County, MO	Missouri	29145	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Nodaway County, MO	Missouri	29147	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Oregon County, MO	Missouri	29149	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Osage County, MO	Missouri	29151	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ozark County, MO	Missouri	29153	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pemiscot County, MO	Missouri	29155	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Perry County, MO	Missouri	29157	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pettis County, MO	Missouri	29159	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Phelps County, MO	Missouri	29161	29	26	11.0	9.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pike County, MO	Missouri	29163	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Platte County, MO	Missouri	29165	29	40	7.0	6.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Polk County, MO	Missouri	29167	29	13	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pulaski County, MO	Missouri	29169	29	50	17.1	15.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Putnam County, MO	Missouri	29171	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ralls County, MO	Missouri	29173	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Randolph County, MO	Missouri	29175	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ray County, MO	Missouri	29177	29	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Reynolds County, MO	Missouri	29179	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ripley County, MO	Missouri	29181	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
St. Charles County, MO	Missouri	29183	29	340	15.4	14.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
St. Clair County, MO	Missouri	29185	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ste. Genevieve County, MO	Missouri	29186	29	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
St. Francois County, MO	Missouri	29187	29	68	17.2	17.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
St. Louis County, MO	Missouri	29189	29	1065	19.4	17.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Saline County, MO	Missouri	29195	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Schuyler County, MO	Missouri	29197	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Scotland County, MO	Missouri	29199	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Scott County, MO	Missouri	29201	29	21	9.6	9.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Shannon County, MO	Missouri	29203	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Shelby County, MO	Missouri	29205	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Stoddard County, MO	Missouri	29207	29	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Stone County, MO	Missouri	29209	29	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Sullivan County, MO	Missouri	29211	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Taney County, MO	Missouri	29213	29	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Texas County, MO	Missouri	29215	29	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Vernon County, MO	Missouri	29217	29	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Warren County, MO	Missouri	29219	29	26	14.9	13.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Washington County, MO	Missouri	29221	29	22	16.2	14.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wayne County, MO	Missouri	29223	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Webster County, MO	Missouri	29225	29	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Worth County, MO	Missouri	29227	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wright County, MO	Missouri	29229	29	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
St. Louis city, MO	Missouri	29510	29	720	36.3	38.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Beaverhead County, MT	Montana	30001	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Big Horn County, MT	Montana	30003	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Blaine County, MT	Montana	30005	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Broadwater County, MT	Montana	30007	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Carbon County, MT	Montana	30009	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Carter County, MT	Montana	30011	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Cascade County, MT	Montana	30013	30	15	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Chouteau County, MT	Montana	30015	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Custer County, MT	Montana	30017	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Daniels County, MT	Montana	30019	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Dawson County, MT	Montana	30021	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Deer Lodge County, MT	Montana	30023	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Fallon County, MT	Montana	30025	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Fergus County, MT	Montana	30027	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Flathead County, MT	Montana	30029	30	19	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gallatin County, MT	Montana	30031	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Garfield County, MT	Montana	30033	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Glacier County, MT	Montana	30035	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Golden Valley County, MT	Montana	30037	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Granite County, MT	Montana	30039	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hill County, MT	Montana	30041	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Jefferson County, MT	Montana	30043	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Judith Basin County, MT	Montana	30045	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lake County, MT	Montana	30047	30	16	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lewis and Clark County, MT	Montana	30049	30	10	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Liberty County, MT	Montana	30051	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lincoln County, MT	Montana	30053	30	10	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
McCone County, MT	Montana	30055	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Madison County, MT	Montana	30057	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Meagher County, MT	Montana	30059	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Mineral County, MT	Montana	30061	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Missoula County, MT	Montana	30063	30	39	6.5	6.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Musselshell County, MT	Montana	30065	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Park County, MT	Montana	30067	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Petroleum County, MT	Montana	30069	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Phillips County, MT	Montana	30071	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pondera County, MT	Montana	30073	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Powder River County, MT	Montana	30075	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Powell County, MT	Montana	30077	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Prairie County, MT	Montana	30079	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Ravalli County, MT	Montana	30081	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Richland County, MT	Montana	30083	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Roosevelt County, MT	Montana	30085	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Rosebud County, MT	Montana	30087	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sanders County, MT	Montana	30089	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sheridan County, MT	Montana	30091	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Silver Bow County, MT	Montana	30093	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Stillwater County, MT	Montana	30095	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sweet Grass County, MT	Montana	30097	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Teton County, MT	Montana	30099	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Toole County, MT	Montana	30101	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Treasure County, MT	Montana	30103	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Valley County, MT	Montana	30105	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wheatland County, MT	Montana	30107	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wibaux County, MT	Montana	30109	30	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yellowstone County, MT	Montana	30111	30	17	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Beaverhead County, MT	Montana	30001	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Big Horn County, MT	Montana	30003	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Blaine County, MT	Montana	30005	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Broadwater County, MT	Montana	30007	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Carbon County, MT	Montana	30009	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Carter County, MT	Montana	30011	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Cascade County, MT	Montana	30013	30	27	5.9	5.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Chouteau County, MT	Montana	30015	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Custer County, MT	Montana	30017	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Daniels County, MT	Montana	30019	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Dawson County, MT	Montana	30021	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Deer Lodge County, MT	Montana	30023	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fallon County, MT	Montana	30025	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fergus County, MT	Montana	30027	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Flathead County, MT	Montana	30029	30	26	4.9	4.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gallatin County, MT	Montana	30031	30	19	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Garfield County, MT	Montana	30033	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Glacier County, MT	Montana	30035	30	11	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Golden Valley County, MT	Montana	30037	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Granite County, MT	Montana	30039	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hill County, MT	Montana	30041	30	13	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Jefferson County, MT	Montana	30043	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Judith Basin County, MT	Montana	30045	30	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
